.imp,state,year,fc_entered,fc_istpr,fc_caseload,fc_totalrem_mn,fc_inst,fc_aian_home,st_fips,pop_child
1,17,2004,7,0,9,1,0,0,17,17398
1,17,2005,6,10,29,1.0344827586206897,1,0,17,18563
1,17,2007,20,7,90,1.0888888888888888,10,0.031746031746031744,17,21252
1,17,2006,38,7,87,1.0229885057471264,27,0.5384615384615384,17,19842
1,17,2008,10,5,39,1.205128205128205,4,0,17,22862
1,17,2009,5,8,33,1.121212121212121,1,0,17,24467
1,17,2010,12,0,44,1.1818181818181819,6,0.24,17,26831
1,17,2011,8,5,33,1,2,0.041666666666666664,17,28268
1,17,2012,12,11,51,1,2,0,17,27416
1,17,2013,6,9,21,1,3,0,17,26651
1,17,2014,9,7,29,1.0689655172413792,5,0,17,25675
1,17,2015,17,2,41,1.0975609756097562,2,0,17,24840
1,17,2016,10,2,15,1.0666666666666667,1,0,17,23983
1,17,2017,15,0,15,1,0,0,17,23768
1,18,2004,125,85,347,1.2132564841498559,43,0.0421455938697318,18,6403
1,18,2005,111,52,266,1.199248120300752,28,0.061224489795918366,18,6625
1,18,2007,131,31,245,1.1959183673469387,30,0.11731843575418995,18,7233
1,18,2006,126,47,282,1.1312056737588652,25,0.06334841628959276,18,6902
1,18,2008,94,19,193,1.1139896373056994,14,0.22377622377622378,18,7501
1,18,2009,103,36,244,1.3442622950819672,5,0.06217616580310881,18,7900
1,18,2010,58,15,129,1.2325581395348837,13,0.03488372093023256,18,8406
1,18,2011,37,4,72,1.1388888888888888,8,0.023809523809523808,18,8712
1,18,2012,46,8,101,1.108910891089109,4,0.07042253521126761,18,8649
1,18,2013,46,12,105,1.0285714285714285,10,0.05263157894736842,18,8587
1,18,2014,20,8,51,1.1176470588235294,3,0,18,8598
1,18,2015,43,7,111,1.018018018018018,11,0.03076923076923077,18,8574
1,18,2016,42,1,73,1,3,0.07272727272727272,18,8465
1,18,2017,39,0,39,1,0,0.08571428571428572,18,8502
1,19,2004,139,71,300,1.4833333333333334,67,0.19047619047619047,19,4368
1,19,2005,194,85,468,1.3952991452991452,87,0.27699530516431925,19,4472
1,19,2007,105,42,248,1.1935483870967742,24,0.19008264462809918,19,4790
1,19,2006,109,39,270,1.2333333333333334,26,0.18620689655172415,19,4668
1,19,2008,137,57,285,1.2105263157894737,24,0.24832214765100671,19,5055
1,19,2009,158,49,349,1.3094555873925502,25,0.21052631578947367,19,5280
1,19,2010,173,71,385,1.264935064935065,43,0.17297297297297298,19,5358
1,19,2011,103,47,221,1.1447963800904977,15,0.25225225225225223,19,5535
1,19,2012,128,42,267,1.2284644194756553,18,0.25,19,5787
1,19,2013,134,40,264,1.1325757575757576,17,0.3671875,19,5952
1,19,2014,108,43,221,1.1357466063348416,12,0.34513274336283184,19,6243
1,19,2015,128,68,264,1.0681818181818181,9,0.22077922077922077,19,6408
1,19,2016,102,12,165,1.0787878787878789,7,0.4,19,6535
1,19,2017,54,4,54,1,5,0.3548387096774194,19,6564
1,12,2004,84,5,157,1.5031847133757963,10,0.3424657534246575,12,22547
1,12,2005,47,17,92,1.3478260869565217,6,0.2441860465116279,12,23370
1,12,2007,82,23,182,1.3131868131868132,9,0.4117647058823529,12,25265
1,12,2006,52,13,124,1.314516129032258,7,0.27350427350427353,12,23991
1,12,2008,99,27,189,1.17989417989418,10,0.4245810055865922,12,25938
1,12,2009,80,15,162,1.1358024691358024,12,0.4533333333333333,12,26113
1,12,2010,115,37,243,1.2592592592592593,10,0.42358078602620086,12,26203
1,12,2011,63,19,139,1.2302158273381294,11,0.2440944881889764,12,26371
1,12,2012,71,19,139,1.1798561151079137,5,0.417910447761194,12,25996
1,12,2013,53,5,97,1.0515463917525774,4,0.3548387096774194,12,25751
1,12,2014,75,11,134,1.0522388059701493,16,0.2796610169491525,12,25619
1,12,2015,66,15,134,1.0223880597014925,9,0.408,12,25530
1,12,2016,52,7,86,1.0348837209302326,4,0.3950617283950617,12,25711
1,12,2017,21,0,21,1,0,0.23809523809523808,12,26324
1,13,2004,18,6,51,1.5490196078431373,9,0,13,9949
1,13,2005,21,0,36,1,2,0.038461538461538464,13,10609
1,13,2007,19,5,37,1.135135135135135,2,0,13,12680
1,13,2006,16,0,27,1.2222222222222223,2,0,13,11546
1,13,2008,11,0,19,1.2105263157894737,7,0,13,13534
1,13,2009,15,1,27,1.1851851851851851,4,0,13,15012
1,13,2010,10,6,19,1,2,0,13,16298
1,13,2011,15,5,39,1.7435897435897436,6,0.06666666666666667,13,17033
1,13,2012,14,8,41,1.048780487804878,10,0,13,16941
1,13,2013,5,1,17,1.2352941176470589,4,0,13,17043
1,13,2014,20,8,39,1.1025641025641026,4,0,13,17054
1,13,2015,10,0,23,1.0869565217391304,7,0,13,17158
1,13,2016,5,0,7,1,0,0,13,17301
1,13,2017,24,0,24,1,6,0,13,17618
1,15,2004,70,56,163,1.2331288343558282,10,0.052980132450331126,15,1295
1,15,2005,79,37,204,1.2156862745098038,12,0.06486486486486487,15,1295
1,15,2007,43,34,101,1.2673267326732673,1,0.17,15,1314
1,15,2006,55,22,99,1.1313131313131313,6,0,15,1303
1,15,2008,60,20,111,1.2792792792792793,8,0.10784313725490197,15,1273
1,15,2009,70,17,140,1.4285714285714286,8,0.007633587786259542,15,1249
1,15,2010,49,6,89,1.1123595505617978,20,0.1044776119402985,15,1259
1,15,2011,36,7,71,1.1126760563380282,13,0.08771929824561403,15,1240
1,15,2012,49,13,95,1.231578947368421,5,0.12048192771084337,15,1319
1,15,2013,31,7,62,1.1935483870967742,9,0.09433962264150944,15,1304
1,15,2014,37,10,87,1.1264367816091954,14,0.057971014492753624,15,1361
1,15,2015,24,2,47,1.148936170212766,3,0.12195121951219512,15,1388
1,15,2016,22,2,38,1,1,0.2,15,1370
1,15,2017,14,0,14,1,0,0,15,1324
1,1,2004,10,0,25,1.28,0,0.25,01,7671
1,1,2005,4,12,34,1.2352941176470589,16,0,01,7824
1,1,2007,8,21,61,1.098360655737705,4,0.24444444444444444,01,8236
1,1,2006,3,15,22,1.0909090909090908,1,0.05555555555555555,01,7925
1,1,2008,5,0,7,1,0,0,01,8640
1,1,2009,15,7,44,1,3,0.1111111111111111,01,8980
1,1,2010,7,4,21,1.5714285714285714,4,0,01,9475
1,1,2011,6,1,12,1,0,0,01,9831
1,1,2012,6,2,14,1,0,0,01,9484
1,1,2013,8,3,19,1,0,0,01,9203
1,1,2014,4,0,9,1,4,0,01,8982
1,1,2015,2,0,4,1,0,0,01,8856
1,1,2016,10,0,20,1,4,0.09090909090909091,01,8799
1,1,2017,8,0,8,1,1,0,01,8738
1,4,2004,531,224,1175,1.3097872340425532,304,0.3287671232876712,04,113313
1,4,2005,616,232,1336,1.3645209580838322,326,0.2852529601722282,04,114761
1,4,2007,582,213,1220,1.3754098360655738,194,0.23853211009174313,04,119054
1,4,2006,598,197,1271,1.3029110936270654,254,0.31336898395721924,04,117134
1,4,2008,634,215,1318,1.405918057663126,186,0.3323890462700661,04,120984
1,4,2009,520,236,1140,1.305263157894737,120,0.33367768595041325,04,122661
1,4,2010,561,302,1278,1.2433489827856026,136,0.297148114075437,04,122762
1,4,2011,674,344,1545,1.1954692556634303,152,0.31534954407294835,04,122844
1,4,2012,828,479,1985,1.1853904282115868,234,0.31386861313868614,04,122932
1,4,2013,789,468,1854,1.121898597626753,174,0.35286704473850034,04,123809
1,4,2014,780,361,1761,1.107893242475866,210,0.3004115226337449,04,124721
1,4,2015,972,254,1908,1.0738993710691824,216,0.3653966271080575,04,125796
1,4,2016,723,90,1131,1.0362511052166226,172,0.36123348017621143,04,126573
1,4,2017,443,2,443,1.0112866817155757,54,0.339572192513369,04,126919
1,5,2004,30,36,112,1.1696428571428572,14,0,05,6493
1,5,2005,30,16,66,1.378787878787879,12,0.05,05,6719
1,5,2007,39,21,78,1.2820512820512822,16,0,05,7157
1,5,2006,35,21,86,1.1744186046511629,12,0.03225806451612903,05,6940
1,5,2008,39,20,94,1.1595744680851063,20,0.03508771929824561,05,7547
1,5,2009,36,21,81,1.3950617283950617,9,0,05,7998
1,5,2010,62,22,126,1.3253968253968254,37,0.014925373134328358,05,8248
1,5,2011,58,46,141,1.1843971631205674,31,0.030927835051546393,05,8745
1,5,2012,42,11,95,1.0947368421052632,19,0.06666666666666667,05,8554
1,5,2013,58,56,130,1.323076923076923,17,0.16161616161616163,05,8683
1,5,2014,32,20,79,1.0253164556962024,6,0.15873015873015872,05,8578
1,5,2015,71,25,145,1.0344827586206897,13,0.10576923076923077,05,8565
1,5,2016,65,7,112,1,28,0.04918032786885246,05,8732
1,5,2017,34,1,34,1.0294117647058822,3,0.25,05,8807
1,6,2004,1121,583,3162,1.3810879190385832,221,0.11797752808988764,06,172609
1,6,2005,1272,728,3488,1.3122133027522935,241,0.1079110462996719,06,177629
1,6,2007,1245,441,3100,1.3290322580645162,223,0.1017167381974249,06,190108
1,6,2006,1157,467,3129,1.2946628315755833,276,0.09416118421052631,06,183605
1,6,2008,1359,392,2953,1.3477819166948866,262,0.07931638913234006,06,198170
1,6,2009,858,316,2195,1.2984054669703873,144,0.1427758816837315,06,207573
1,6,2010,960,409,2348,1.2981260647359454,120,0.10206240084611316,06,221574
1,6,2011,920,446,2377,1.235170382835507,132,0.10779352226720648,06,231712
1,6,2012,948,383,2392,1.1789297658862876,116,0.10738581146744412,06,226463
1,6,2013,858,403,2204,1.1842105263157894,129,0.11698717948717949,06,221386
1,6,2014,955,383,2468,1.1158833063209077,176,0.11789572569281352,06,216459
1,6,2015,1094,196,2141,1.0672582905184493,176,0.11044613710554951,06,212111
1,6,2016,1037,77,1628,1.031941031941032,122,0.0788712011577424,06,208249
1,6,2017,674,1,674,1.0178041543026706,54,0.08609271523178808,06,207351
1,8,2004,201,75,420,1.6261904761904762,127,0.04332129963898917,08,20648
1,8,2005,163,55,322,1.4037267080745341,89,0.11737089201877934,08,21245
1,8,2007,149,49,285,1.2350877192982457,47,0.03167420814479638,08,22838
1,8,2006,169,30,297,1.404040404040404,106,0.07650273224043716,08,22161
1,8,2008,136,32,240,1.3291666666666666,34,0.08163265306122448,08,24118
1,8,2009,141,35,294,1.2993197278911566,52,0.07964601769911504,08,25814
1,8,2010,130,27,240,1.5125,21,0.11165048543689321,08,27588
1,8,2011,137,27,256,1.2421875,35,0.03317535545023697,08,29337
1,8,2012,99,16,174,1.2471264367816093,40,0.03937007874015748,08,29343
1,8,2013,83,7,132,1.1515151515151516,19,0.09345794392523364,08,29165
1,8,2014,98,13,148,1.1554054054054055,13,0.10077519379844961,08,29518
1,8,2015,98,23,176,1.0852272727272727,10,0.062111801242236024,08,29796
1,8,2016,92,5,134,1.0820895522388059,10,0.02631578947368421,08,30294
1,8,2017,56,0,56,1,5,0.08,08,30597
1,9,2004,24,5,64,1.25,16,0.1951219512195122,09,4681
1,9,2005,11,4,25,1,7,0,09,4861
1,9,2007,9,11,29,1.2758620689655173,16,0,09,5240
1,9,2006,20,7,51,1.1568627450980393,8,0,09,5043
1,9,2008,7,4,18,1.0555555555555556,1,0,09,5420
1,9,2009,12,11,51,1.1176470588235294,9,0.07692307692307693,09,5680
1,9,2010,8,3,22,1.4545454545454546,1,0,09,5803
1,9,2011,8,4,20,1.3,2,0,09,6191
1,9,2012,2,0,5,1,0,0,09,6187
1,9,2013,6,0,19,1.105263157894737,5,0,09,6272
1,9,2014,13,1,32,1,3,0.06896551724137931,09,6371
1,9,2015,18,1,45,1,7,0,09,6511
1,9,2016,12,0,18,1,2,0.4666666666666667,09,6466
1,9,2017,5,0,5,1,0,0,09,6422
1,10,2004,1,0,1,1,1,NaN,10,1179
1,10,2005,2,0,6,1,2,0,10,1283
1,10,2007,4,0,7,1,2,0,10,1526
1,10,2006,1,0,2,2,2,NaN,10,1390
1,10,2008,3,0,9,1,3,0.6666666666666666,10,1604
1,10,2009,0,0,0,NA,0,NA,10,1763
1,10,2010,0,0,0,NA,0,NA,10,1848
1,10,2011,1,0,2,1,0,0,10,1963
1,10,2012,0,0,0,NA,0,NA,10,1896
1,10,2013,0,0,0,NA,0,NA,10,1817
1,10,2014,0,0,0,NA,0,NA,10,1784
1,10,2015,0,0,0,NA,0,NA,10,1759
1,10,2016,0,0,0,NA,0,NA,10,1714
1,10,2017,0,0,0,NA,0,NA,10,1782
1,11,2004,1,0,1,1,0,0,11,539
1,11,2005,3,0,4,1.25,0,0,11,592
1,11,2007,0,0,2,1,0,0,11,625
1,11,2006,1,0,2,1,0,0.5,11,626
1,11,2008,5,0,5,1.2,0,0,11,700
1,11,2009,0,0,1,1,0,0,11,749
1,11,2010,3,0,5,1,0,0,11,800
1,11,2011,2,0,2,1,0,0,11,822
1,11,2012,1,0,1,1,1,NaN,11,836
1,11,2013,0,0,0,NA,0,NA,11,907
1,11,2014,0,0,0,NA,0,NA,11,1100
1,11,2015,6,0,6,1,0,0,11,1161
1,11,2016,2,0,3,1,0,0,11,1140
1,11,2017,0,0,0,NA,0,NA,11,1194
1,16,2004,132,98,342,1.3421052631578947,34,0.16728624535315986,16,7856
1,16,2005,142,107,343,1.4489795918367347,39,0.12406015037593984,16,8086
1,16,2007,151,66,338,1.2366863905325445,22,0.15357142857142858,16,8838
1,16,2006,137,97,340,1.2352941176470589,43,0.09157509157509157,16,8532
1,16,2008,137,36,281,1.291814946619217,13,0.0648854961832061,16,9283
1,16,2009,150,45,331,1.299093655589124,37,0.1232876712328767,16,9705
1,16,2010,87,33,194,1.1597938144329898,8,0.1912568306010929,16,9892
1,16,2011,37,14,83,1.2289156626506024,25,0.21428571428571427,16,10199
1,16,2012,61,22,137,1.2116788321167884,10,0.11023622047244094,16,10474
1,16,2013,112,29,220,1.1636363636363636,8,0.13679245283018868,16,10576
1,16,2014,48,20,103,1.0097087378640777,2,0.27722772277227725,16,10806
1,16,2015,30,11,55,1.0363636363636364,5,0.12244897959183673,16,11080
1,16,2016,20,3,37,1,4,0.36363636363636365,16,11436
1,16,2017,29,1,29,1.0344827586206897,3,0.08695652173913043,16,11503
1,20,2004,55,17,151,1.304635761589404,23,0.09411764705882353,20,10988
1,20,2005,60,27,162,1.0617283950617284,21,0.19,20,11231
1,20,2007,62,54,192,1.15625,13,0.06993006993006994,20,11740
1,20,2006,73,52,210,1.3714285714285714,18,0.07746478873239436,20,11553
1,20,2008,41,37,128,1.4453125,8,0.033707865168539325,20,12053
1,20,2009,67,41,184,1.4130434782608696,13,0.046875,20,12512
1,20,2010,67,33,174,1.1551724137931034,10,0.03669724770642202,20,13129
1,20,2011,100,73,276,1.0833333333333333,8,0.10377358490566038,20,13399
1,20,2012,79,77,236,1.0508474576271187,9,0.08379888268156424,20,13265
1,20,2013,78,69,246,1.0365853658536586,9,0.06930693069306931,20,13243
1,20,2014,116,52,291,1.0618556701030928,10,0.1324200913242009,20,13130
1,20,2015,139,30,312,1.0352564102564104,8,0.15319148936170213,20,12980
1,20,2016,101,4,174,1,13,0.17699115044247787,20,12765
1,20,2017,81,0,81,1,6,0.09836065573770492,20,12576
1,21,2004,9,6,24,1.2916666666666667,4,0,21,2467
1,21,2005,31,12,67,1.2985074626865671,13,0,21,2565
1,21,2007,8,8,30,1,3,0,21,2769
1,21,2006,16,9,36,1.0833333333333333,4,0.15384615384615385,21,2676
1,21,2008,23,5,40,1.1,5,0,21,2839
1,21,2009,17,6,41,1.048780487804878,9,0.0625,21,2967
1,21,2010,11,0,18,1.1111111111111112,2,0,21,3182
1,21,2011,16,2,29,1.103448275862069,6,0,21,3175
1,21,2012,11,5,24,1.125,3,0,21,3139
1,21,2013,14,3,28,1.1785714285714286,3,0,21,3142
1,21,2014,16,4,29,1.3103448275862069,3,0,21,3191
1,21,2015,21,0,30,1.1333333333333333,4,0,21,3251
1,21,2016,15,1,23,1.0869565217391304,2,0,21,3280
1,21,2017,15,0,15,1.0666666666666667,4,0.14285714285714285,21,3369
1,22,2004,10,7,35,1.6,14,0.058823529411764705,22,9481
1,22,2005,16,1,38,1.5789473684210527,1,0.13793103448275862,22,9686
1,22,2007,9,6,27,1,0,0.4,22,9325
1,22,2006,21,7,43,1.2790697674418605,3,0.14285714285714285,22,9570
1,22,2008,12,1,22,1.4090909090909092,5,0,22,9651
1,22,2009,9,14,38,1,0,0.2777777777777778,22,10073
1,22,2010,10,5,17,1.2352941176470589,3,0,22,10464
1,22,2011,14,5,29,1.3448275862068966,7,0,22,10692
1,22,2012,13,3,25,1,2,0,22,10707
1,22,2013,24,11,52,1.0384615384615385,4,0.34146341463414637,22,10808
1,22,2014,9,1,16,1.0625,1,0,22,10874
1,22,2015,21,2,35,1.0571428571428572,3,0.3548387096774194,22,10948
1,22,2016,8,1,12,1,0,0.08333333333333333,22,10925
1,22,2017,7,0,7,1,2,0.2,22,10878
1,23,2004,16,7,49,1.2653061224489797,12,0,23,2781
1,23,2005,24,28,72,1.1944444444444444,10,0.07547169811320754,23,2807
1,23,2007,42,35,123,1.3902439024390243,6,0.08247422680412371,23,2826
1,23,2006,39,28,91,1.1318681318681318,7,0.12903225806451613,23,2848
1,23,2008,36,21,96,1.4270833333333333,7,0.19480519480519481,23,2886
1,23,2009,20,24,60,1.05,2,0.2830188679245283,23,2937
1,23,2010,33,16,76,1.2236842105263157,3,0.12280701754385964,23,3004
1,23,2011,12,16,46,1.0434782608695652,2,0.05405405405405406,23,2969
1,23,2012,27,11,64,1.0625,2,0.05,23,2952
1,23,2013,22,10,68,1,4,0.09615384615384616,23,2910
1,23,2014,23,8,62,1.1129032258064515,4,0.0851063829787234,23,2842
1,23,2015,17,7,40,1,0,0.05555555555555555,23,2881
1,23,2016,21,2,35,1,1,0.35714285714285715,23,2940
1,23,2017,16,0,16,1,0,0.25,23,2964
1,24,2004,11,3,33,1.5151515151515151,2,0.06451612903225806,24,6825
1,24,2005,15,3,44,1.0227272727272727,5,0.02631578947368421,24,7214
1,24,2007,11,3,28,1.1071428571428572,2,0,24,8109
1,24,2006,10,4,33,1.2424242424242424,5,0,24,7627
1,24,2008,8,3,14,1.1428571428571428,2,0,24,8547
1,24,2009,6,0,11,1.0909090909090908,0,0,24,8897
1,24,2010,4,2,9,1,3,0,24,9541
1,24,2011,7,4,18,1,2,0,24,10060
1,24,2012,11,1,19,1,0,0,24,10072
1,24,2013,5,0,14,1,0,0,24,10080
1,24,2014,4,0,8,1,0,0,24,10313
1,24,2015,9,1,19,1.1578947368421053,2,0,24,10705
1,24,2016,16,0,22,1,3,0,24,11187
1,24,2017,8,0,8,1,0,0,24,11522
1,25,2004,38,10,116,1.3189655172413792,4,0.0851063829787234,25,7632
1,25,2005,69,30,192,1.5989583333333333,26,0.018691588785046728,25,8000
1,25,2007,38,23,100,1.51,15,0,25,8698
1,25,2006,27,12,82,1.1951219512195121,10,0.10344827586206896,25,8372
1,25,2008,48,30,132,1.6818181818181819,6,0.06666666666666667,25,9089
1,25,2009,39,24,132,1.4848484848484849,8,0.06315789473684211,25,9584
1,25,2010,46,11,162,1.308641975308642,10,0.1487603305785124,25,10119
1,25,2011,51,56,191,1.1361256544502618,17,0.043478260869565216,25,10370
1,25,2012,72,63,250,1.224,7,0.010526315789473684,25,10236
1,25,2013,71,39,251,1.1394422310756973,8,0.0481283422459893,25,10188
1,25,2014,92,37,329,1.2188449848024316,21,0.04405286343612335,25,10103
1,25,2015,103,19,233,1.03862660944206,26,0.03205128205128205,25,9951
1,25,2016,87,2,163,1.0613496932515338,11,0.01818181818181818,25,9841
1,25,2017,44,0,44,1.0454545454545454,4,0.21212121212121213,25,9937
1,27,2004,954,170,1775,1.7425352112676056,416,0.46692913385826773,27,24687
1,27,2005,1109,170,2070,1.5835748792270532,433,0.5541358439811701,27,25079
1,27,2007,1002,200,1952,1.6255122950819672,377,0.5470022205773502,27,26441
1,27,2006,1026,284,1999,1.5482741370685342,408,0.5295755045233125,27,25817
1,27,2008,914,278,1902,1.4926393270241851,329,0.5304964539007092,27,27249
1,27,2009,854,236,1763,1.4566080544526376,234,0.578088578088578,27,27938
1,27,2010,789,198,1626,1.4581795817958179,242,0.6333333333333333,27,27767
1,27,2011,1002,354,2204,1.3543557168784028,286,0.5202821869488536,27,27835
1,27,2012,948,306,2159,1.3121815655396016,247,0.6280558789289872,27,28763
1,27,2013,1116,296,2517,1.2121573301549464,196,0.5559940799210656,27,29487
1,27,2014,1325,244,2996,1.1912550066755674,263,0.5826906598114824,27,30165
1,27,2015,1249,222,2459,1.1313542090280602,198,0.5440573770491803,27,30661
1,27,2016,1201,85,1899,1.079515534491838,140,0.5006896551724138,27,31328
1,27,2017,906,5,906,1.0187637969094923,65,0.5161290322580645,27,31332
1,28,2004,10,3,32,1.0625,2,0.037037037037037035,28,4698
1,28,2005,8,6,37,1.0810810810810811,1,0.03333333333333333,28,4819
1,28,2007,4,0,6,1,1,0,28,5221
1,28,2006,8,0,14,1,5,0,28,4980
1,28,2008,14,7,30,1.3,5,0.4375,28,5292
1,28,2009,5,3,17,1,2,0,28,5437
1,28,2010,3,0,6,1,0,0.5,28,5542
1,28,2011,9,4,18,1,0,0.46153846153846156,28,5682
1,28,2012,0,0,0,NA,0,NA,28,5668
1,28,2013,7,0,13,1.0769230769230769,0,0,28,5736
1,28,2014,17,1,28,1.0357142857142858,3,0,28,5810
1,28,2015,7,0,15,1,0,0,28,5948
1,28,2016,9,0,12,1,6,0,28,6069
1,28,2017,9,0,9,1,0,0,28,6056
1,29,2004,26,8,62,1.1129032258064515,3,0.08108108108108109,29,9433
1,29,2005,27,7,56,1.2678571428571428,5,0.05263157894736842,29,9599
1,29,2007,31,5,59,1.152542372881356,6,0,29,10010
1,29,2006,31,6,59,1.0847457627118644,12,0.14705882352941177,29,9796
1,29,2008,20,4,46,1.3695652173913044,3,0,29,10391
1,29,2009,33,12,81,1.271604938271605,2,0,29,10518
1,29,2010,22,8,51,1.2941176470588236,2,0,29,10743
1,29,2011,36,18,94,1.074468085106383,1,0.1111111111111111,29,11031
1,29,2012,33,11,86,1.1395348837209303,4,0.04411764705882353,29,11039
1,29,2013,27,4,73,1.0547945205479452,7,0,29,11166
1,29,2014,44,5,104,1.0096153846153846,5,0.06944444444444445,29,11193
1,29,2015,38,5,85,1.0470588235294118,1,0.25806451612903225,29,11499
1,29,2016,41,1,67,1,3,0.11320754716981132,29,11686
1,29,2017,30,0,30,1,2,0.21739130434782608,29,11734
1,30,2004,477,193,1152,1.4817708333333333,117,0.3638344226579521,30,24110
1,30,2005,611,220,1495,1.5913043478260869,117,0.4034941763727121,30,24203
1,30,2007,402,128,1038,1.498073217726397,73,0.42455242966751916,30,24508
1,30,2006,460,155,1204,1.6943521594684385,109,0.33226837060702874,30,24409
1,30,2008,354,160,1051,1.3387250237868697,95,0.5086206896551724,30,24740
1,30,2009,324,148,1014,1.2287968441814596,84,0.4909560723514212,30,24982
1,30,2010,345,146,940,1.2276595744680852,75,0.4748923959827834,30,25210
1,30,2011,363,233,1055,1.1924170616113745,76,0.4439140811455847,30,25256
1,30,2012,445,184,1175,1.1889361702127659,66,0.45870535714285715,30,25580
1,30,2013,505,172,1295,1.1552123552123552,60,0.45119521912350596,30,26127
1,30,2014,477,166,1117,1.0948970456580125,53,0.41714285714285715,30,26683
1,30,2015,650,106,1418,1.0599435825105783,65,0.5160697887970616,30,27228
1,30,2016,648,13,1029,1.0485908649173956,45,0.55375,30,27692
1,30,2017,418,0,418,1.0119617224880382,22,0.44505494505494503,30,27853
1,31,2004,397,80,943,1.4316012725344645,170,0.2918454935622318,31,7619
1,31,2005,375,94,944,1.4036016949152543,142,0.28294573643410853,31,7943
1,31,2007,344,91,822,1.3345498783454988,97,0.20535714285714285,31,8860
1,31,2006,277,55,625,1.3056,108,0.3058103975535168,31,8303
1,31,2008,337,72,834,1.2434052757793765,114,0.367032967032967,31,9318
1,31,2009,277,47,664,1.2635542168674698,63,0.256857855361596,31,10212
1,31,2010,270,56,689,1.181422351233672,82,0.21693121693121692,31,10085
1,31,2011,227,68,586,1.1723549488054608,49,0.17357512953367876,31,10357
1,31,2012,286,39,603,1.1625207296849087,51,0.344,31,10761
1,31,2013,242,51,454,1.0682819383259912,37,0.2,31,11170
1,31,2014,156,25,296,1.1824324324324325,5,0.3380952380952381,31,11584
1,31,2015,148,26,283,1.0530035335689045,6,0.33497536945812806,31,12232
1,31,2016,222,13,335,1.0238805970149254,8,0.36470588235294116,31,12760
1,31,2017,150,0,150,1.0133333333333334,9,0.28,31,12768
1,32,2004,64,20,146,1.3424657534246576,15,0.17142857142857143,32,11876
1,32,2005,59,26,152,1.2894736842105263,29,0.15789473684210525,32,12477
1,32,2007,71,67,232,1.1853448275862069,19,0.10752688172043011,32,13751
1,32,2006,63,48,200,1.07,35,0.05555555555555555,32,12884
1,32,2008,71,37,163,1.0920245398773005,30,0.07407407407407407,32,14430
1,32,2009,76,22,155,1.2516129032258065,15,0.18085106382978725,32,14925
1,32,2010,66,22,156,1.2243589743589745,15,0.2717391304347826,32,15286
1,32,2011,82,25,151,1.2649006622516556,35,0.07142857142857142,32,15419
1,32,2012,62,37,194,1.1237113402061856,12,0.25675675675675674,32,15356
1,32,2013,77,41,198,1.1414141414141414,9,0.07042253521126761,32,15276
1,32,2014,55,19,107,1.0560747663551402,4,0.19540229885057472,32,15234
1,32,2015,81,13,150,1.0066666666666666,13,0.2727272727272727,32,15611
1,32,2016,46,0,65,1.0153846153846153,10,0.2702702702702703,32,15826
1,32,2017,46,0,46,1.0434782608695652,4,0.2926829268292683,32,16150
1,33,2004,3,1,7,1,2,0,33,1145
1,33,2005,3,0,4,1.25,1,0.3333333333333333,33,1155
1,33,2007,5,1,10,1.1,0,0,33,1208
1,33,2006,8,0,29,1.3448275862068966,9,0,33,1159
1,33,2008,5,0,11,1.1818181818181819,7,0,33,1257
1,33,2009,3,2,9,1,1,0.5,33,1256
1,33,2010,11,3,34,1.1470588235294117,15,0,33,1260
1,33,2011,8,1,18,1.5555555555555556,9,0,33,1222
1,33,2012,5,1,15,1,2,0,33,1216
1,33,2013,5,2,15,1,4,0,33,1188
1,33,2014,5,1,18,1.0555555555555556,10,0,33,1165
1,33,2015,12,1,24,1.0833333333333333,5,0,33,1171
1,33,2016,9,0,13,1.1538461538461537,3,0.5,33,1137
1,33,2017,2,0,2,1,0,0,33,1117
1,34,2004,37,8,94,1.4361702127659575,10,0.012048192771084338,34,10817
1,34,2005,46,4,76,1.368421052631579,9,0,34,11540
1,34,2007,26,1,41,1.2682926829268293,10,0,34,12914
1,34,2006,42,4,75,1.1733333333333333,8,0.014925373134328358,34,12216
1,34,2008,14,3,31,1.096774193548387,2,0.06896551724137931,34,13667
1,34,2009,27,0,45,1.3555555555555556,1,0.045454545454545456,34,14614
1,34,2010,23,3,39,1,1,0.13157894736842105,34,16004
1,34,2011,20,1,35,1,2,0.06060606060606061,34,17233
1,34,2012,18,4,31,1.1935483870967742,3,0,34,16966
1,34,2013,21,13,40,1.025,2,0,34,16840
1,34,2014,17,5,36,1,1,0.08571428571428572,34,16600
1,34,2015,11,0,20,1.2,2,0,34,16368
1,34,2016,9,0,9,1,1,0,34,16248
1,34,2017,4,0,4,1,0,0,34,16462
1,35,2004,306,133,628,1.2547770700636942,135,0.25728155339805825,35,70334
1,35,2005,319,119,589,1.2495755517826825,121,0.3050397877984085,35,70194
1,35,2007,284,133,597,1.2847571189279732,137,0.28835978835978837,35,69825
1,35,2006,338,176,669,1.3079222720478325,122,0.3,35,69914
1,35,2008,294,91,493,1.2778904665314401,130,0.3310810810810811,35,69883
1,35,2009,301,137,563,1.2326820603907638,158,0.4575757575757576,35,70695
1,35,2010,190,60,345,1.1014492753623188,54,0.3656387665198238,35,70883
1,35,2011,220,77,434,1.1705069124423964,51,0.3682539682539683,35,70814
1,35,2012,205,81,476,1.1701680672268908,54,0.3235294117647059,35,71191
